Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Age missing
EMP1423,Alice,Williams,30.0,Admin-Illinois,Active,4/1/2022,54824,alice.williams@example.com,-9406260786,Average,False,0
EMP1424,Eva,Garcia,35.0,HR-Texas,Pending,7/24/2022,50557,eva.garcia@example.com,-104159148,Average,True,0
EMP1425,Eva,Jones,32.48454882571075,Admin-Florida,Inactive,4/26/2023,118030,eva.jones@example.com,-7501980381,Excellent,True,1
EMP1426,David,Smith,32.48454882571075,Admin-New York,Active,4/19/2022,51673,david.smith@example.com,-8723244078,Poor,False,1
EMP1427,Alice,Brown,35.0,Cloud Tech-Nevada,Inactive,10/4/2024,101665,alice.brown@example.com,-3110291812,Poor,True,0
EMP1428,David,Smith,32.48454882571075,Admin-Florida,Inactive,5/2/2020,118079,david.smith@example.com,-3170876013,Good,True,1
EMP1429,Eva,Brown,25.0,Cloud Tech-New York,Pending,4/25/2022,99059,eva.brown@example.com,-6723849790,Poor,False,0
EMP1430,Bob,Smith,32.48454882571075,Cloud Tech-Illinois,Active,7/29/2023,107397,bob.smith@example.com,-6202232882,Poor,False,1
EMP1431,Alice,Miller,40.0,DevOps-New York,Active,8/20/2021,68269,alice.miller@example.com,-7744197545,Excellent,False,0
EMP1432,Grace,Jones,35.0,HR-Florida,Inactive,4/23/2021,55228,grace.jones@example.com,-6176620470,Poor,True,0
EMP1433,Bob,Garcia,30.0,Cloud Tech-New York,Inactive,8/12/2022,71982,bob.garcia@example.com,-9609409704,Average,False,0
EMP1434,Frank,Brown,30.0,Finance-California,Inactive,6/26/2021,109673,frank.brown@example.com,-2774025882,Excellent,False,0
EMP1435,Eva,Garcia,32.48454882571075,Cloud Tech-New York,Inactive,10/30/2020,56384,eva.garcia@example.com,-5868122594,Excellent,True,1
EMP1436,Frank,Garcia,40.0,Sales-Texas,Pending,9/4/2021,68211,frank.garcia@example.com,-7244617678,Good,False,0
EMP1437,Alice,Garcia,40.0,Finance-Illinois,Pending,1/31/2023,67489,alice.garcia@example.com,-2988425994,Poor,False,0
EMP1438,Charlie,Davis,25.0,Cloud Tech-Texas,Active,9/24/2020,63869,charlie.davis@example.com,-9961002310,Good,False,0
EMP1439,Bob,Williams,32.48454882571075,Sales-California,Active,2/14/2020,119801,bob.williams@example.com,-7753312660,Average,True,1
EMP1440,Heidi,Smith,30.0,Cloud Tech-California,Active,3/28/2020,115959,heidi.smith@example.com,-941017589,Excellent,True,0
EMP1441,Grace,Garcia,40.0,Finance-Texas,Inactive,10/31/2023,79866,grace.garcia@example.com,-2517629832,Excellent,True,0
EMP1442,Charlie,Smith,35.0,HR-Florida,Active,3/11/2020,92987,charlie.smith@example.com,-4774332682,Excellent,True,0
EMP1443,Eva,Garcia,40.0,Finance-Illinois,Inactive,5/4/2020,56140,eva.garcia@example.com,-1901302055,Average,False,0
EMP1444,Grace,Brown,30.0,DevOps-Illinois,Active,7/15/2023,119586,grace.brown@example.com,-9815287338,Average,True,0
EMP1445,Alice,Williams,40.0,DevOps-California,Inactive,1/20/2023,104700,alice.williams@example.com,-7855982175,Good,True,0
EMP1446,Frank,Williams,40.0,HR-New York,Active,10/15/2021,91798,frank.williams@example.com,-6191284116,Good,False,0
EMP1447,Eva,Miller,25.0,Finance-Illinois,Inactive,4/19/2024,90879,eva.miller@example.com,-3098503445,Good,False,0
EMP1448,Charlie,Davis,25.0,Admin-Nevada,Active,6/29/2021,87358,charlie.davis@example.com,-5124189388,Poor,False,0
EMP1449,Alice,Miller,30.0,Sales-Florida,Inactive,9/14/2024,119407,alice.miller@example.com,-8469081973,Excellent,True,0
EMP1450,David,Miller,32.48454882571075,HR-Nevada,Pending,1/4/2022,113978,david.miller@example.com,-56435022,Excellent,True,1
EMP1451,Frank,Miller,32.48454882571075,Sales-New York,Pending,1/20/2021,108568,frank.miller@example.com,-8503719904,Good,True,1
EMP1452,Heidi,Miller,32.48454882571075,HR-New York,Inactive,3/18/2020,56318,heidi.miller@example.com,-1699187239,Excellent,False,1
EMP1453,David,Miller,25.0,Sales-Florida,Active,11/10/2021,114252,david.miller@example.com,-1078356742,Good,False,0
EMP1454,Charlie,Jones,35.0,DevOps-New York,Inactive,5/1/2020,51533,charlie.jones@example.com,-3896086,Poor,True,0
EMP1455,Charlie,Williams,25.0,Sales-California,Active,2/4/2022,99317,charlie.williams@example.com,-662668216,Poor,False,0
EMP1456,Bob,Miller,35.0,HR-California,Active,11/18/2020,101264,bob.miller@example.com,-1955356032,Average,False,0
EMP1457,Heidi,Garcia,35.0,Admin-Nevada,Pending,11/21/2023,112272,heidi.garcia@example.com,-1903689002,Poor,False,0
EMP1458,Frank,Williams,30.0,DevOps-Illinois,Active,2/13/2022,71477,frank.williams@example.com,-102724054,Good,True,0
EMP1459,Charlie,Williams,30.0,DevOps-Texas,Pending,3/19/2023,77412,charlie.williams@example.com,-9342967110,Poor,False,0
EMP1460,Alice,Johnson,30.0,Sales-California,Pending,3/28/2021,94775,alice.johnson@example.com,-4837537457,Average,False,0
EMP1461,Heidi,Jones,30.0,HR-Nevada,Active,5/2/2021,74276,heidi.jones@example.com,-4384588104,Excellent,True,0
EMP1462,Bob,Miller,35.0,Finance-Texas,Inactive,3/5/2021,67467,bob.miller@example.com,-6974132833,Good,True,0
EMP1463,Eva,Smith,25.0,DevOps-Texas,Active,3/1/2022,80675,eva.smith@example.com,-8315203770,Excellent,False,0
EMP1464,Charlie,Brown,40.0,Finance-Florida,Inactive,1/23/2023,76274,charlie.brown@example.com,-704496409,Average,False,0
EMP1465,David,Davis,30.0,Finance-Texas,Active,8/26/2021,51405,david.davis@example.com,-4967066702,Average,True,0
EMP1466,Bob,Garcia,25.0,HR-New York,Inactive,11/25/2020,101238,bob.garcia@example.com,-3626804084,Average,True,0
EMP1467,Bob,Smith,35.0,Sales-Illinois,Inactive,12/13/2023,52169,bob.smith@example.com,-954930595,Excellent,False,0
EMP1468,Charlie,Jones,32.48454882571075,Finance-New York,Active,7/26/2020,73176,charlie.jones@example.com,-6018648768,Excellent,False,1
EMP1469,Grace,Brown,32.48454882571075,DevOps-Nevada,Pending,6/27/2021,96241,grace.brown@example.com,-9842673203,Excellent,False,1
EMP1470,Bob,Jones,25.0,Finance-Illinois,Pending,9/16/2024,84366,bob.jones@example.com,-4138459608,Excellent,False,0
EMP1471,Alice,Garcia,40.0,Cloud Tech-California,Pending,7/4/2023,92015,alice.garcia@example.com,-4544901494,Average,True,0
EMP1472,Alice,Williams,30.0,Admin-Nevada,Inactive,6/16/2020,83149,alice.williams@example.com,-4277070704,Average,False,0
EMP1473,Grace,Brown,40.0,Finance-Nevada,Inactive,7/5/2020,94930,grace.brown@example.com,-7836091497,Good,False,0
EMP1474,Frank,Williams,40.0,HR-New York,Inactive,4/1/2020,68430,frank.williams@example.com,-5172444722,Good,True,0
EMP1475,David,Garcia,35.0,Sales-Texas,Active,3/20/2024,98752,david.garcia@example.com,-2290310286,Excellent,False,0
EMP1476,Frank,Smith,32.48454882571075,Finance-Illinois,Active,2/7/2023,54268,frank.smith@example.com,-9508304404,Poor,True,1
EMP1477,Grace,Garcia,32.48454882571075,DevOps-Florida,Pending,12/10/2024,66494,grace.garcia@example.com,-8093511870,Poor,False,1
EMP1478,Grace,Smith,25.0,Sales-Illinois,Pending,6/27/2024,90003,grace.smith@example.com,-8133595615,Average,False,0
EMP1479,Charlie,Brown,25.0,Finance-New York,Active,3/9/2021,106592,charlie.brown@example.com,-4205955656,Average,True,0
EMP1480,Grace,Brown,25.0,DevOps-Florida,Active,8/11/2024,93905,grace.brown@example.com,-4902504289,Average,True,0
EMP1481,Eva,Miller,35.0,DevOps-Texas,Active,3/5/2022,88945,eva.miller@example.com,-1935889535,Good,False,0
EMP1482,Eva,Jones,32.48454882571075,Finance-Texas,Pending,6/30/2023,91130,eva.jones@example.com,-9026113988,Good,False,1
EMP1483,Bob,Miller,40.0,Admin-New York,Pending,4/19/2023,90787,bob.miller@example.com,-8681809787,Average,False,0
EMP1484,Bob,Jones,25.0,Sales-Texas,Inactive,11/11/2024,87494,bob.jones@example.com,-7543943534,Average,True,0
EMP1485,Grace,Miller,35.0,Finance-Nevada,Inactive,3/17/2023,92627,grace.miller@example.com,-3751376514,Average,False,0
EMP1486,Eva,Williams,40.0,Admin-Illinois,Pending,10/26/2023,98556,eva.williams@example.com,-8815793762,Poor,True,0
EMP1487,Frank,Brown,30.0,Cloud Tech-Nevada,Inactive,7/4/2021,112792,frank.brown@example.com,-9283692943,Good,True,0
EMP1488,Eva,Smith,35.0,HR-Florida,Pending,11/3/2023,56875,eva.smith@example.com,-5511668296,Poor,False,0
EMP1489,Charlie,Jones,35.0,DevOps-Florida,Inactive,7/5/2021,101015,charlie.jones@example.com,-3270216486,Poor,True,0
EMP1490,Bob,Garcia,30.0,Finance-New York,Inactive,2/26/2024,83912,bob.garcia@example.com,-1206021287,Average,False,0
EMP1491,Frank,Jones,25.0,Sales-New York,Active,9/29/2021,99669,frank.jones@example.com,-6652683414,Average,False,0
EMP1492,Alice,Smith,30.0,Admin-New York,Active,5/25/2021,52314,alice.smith@example.com,-5999101575,Excellent,False,0
EMP1493,Frank,Miller,30.0,HR-California,Inactive,10/31/2022,77785,frank.miller@example.com,-7647229811,Excellent,False,0
EMP1494,Alice,Jones,30.0,HR-Florida,Pending,7/2/2022,62430,alice.jones@example.com,-995765727,Poor,False,0
EMP1495,Frank,Davis,35.0,Admin-California,Pending,8/28/2024,98219,frank.davis@example.com,-9413475097,Good,True,0
EMP1496,Grace,Williams,25.0,Admin-Illinois,Active,10/21/2024,65494,grace.williams@example.com,-8986456521,Average,True,0
EMP1497,David,Brown,35.0,DevOps-Florida,Pending,2/11/2020,110524,david.brown@example.com,-368499514,Average,False,0
EMP1498,Alice,Smith,40.0,Admin-Nevada,Active,5/16/2023,106060,alice.smith@example.com,-4214477323,Poor,False,0
EMP1499,Eva,Brown,35.0,Finance-Florida,Inactive,7/29/2022,67639,eva.brown@example.com,-4913421387,Excellent,True,0
EMP1500,Grace,Davis,32.48454882571075,Cloud Tech-Texas,Pending,9/18/2023,117653,grace.davis@example.com,-2090883069,Good,True,1
EMP1501,Eva,Jones,35.0,DevOps-Texas,Inactive,5/10/2020,73539,eva.jones@example.com,-5349678273,Excellent,True,0
EMP1502,Frank,Jones,35.0,HR-Nevada,Pending,8/27/2023,70915,frank.jones@example.com,-1176741240,Excellent,True,0
EMP1503,David,Garcia,25.0,Sales-Florida,Pending,10/16/2021,97652,david.garcia@example.com,-5131528546,Excellent,False,0
EMP1504,Heidi,Davis,35.0,HR-Florida,Inactive,3/6/2022,101571,heidi.davis@example.com,-8150618537,Excellent,False,0
EMP1505,David,Smith,35.0,DevOps-Nevada,Active,11/6/2023,87424,david.smith@example.com,-32963346,Average,True,0
EMP1506,Frank,Garcia,32.48454882571075,HR-New York,Pending,11/30/2024,89077,frank.garcia@example.com,-2727423182,Average,False,1
EMP1507,Heidi,Williams,30.0,DevOps-California,Pending,7/13/2024,89132,heidi.williams@example.com,-617893205,Excellent,True,0
EMP1508,Frank,Garcia,25.0,Admin-California,Active,3/4/2024,111000,frank.garcia@example.com,-4969357823,Good,False,0
EMP1509,Frank,Johnson,35.0,HR-Illinois,Inactive,8/7/2022,109584,frank.johnson@example.com,-3477695873,Poor,True,0
EMP1510,Bob,Smith,40.0,Admin-Illinois,Active,11/11/2024,97648,bob.smith@example.com,-1314675360,Good,False,0
EMP1511,Grace,Johnson,25.0,Admin-New York,Active,12/2/2021,78643,grace.johnson@example.com,-2751562778,Good,True,0
EMP1512,Heidi,Davis,30.0,HR-Nevada,Active,5/14/2024,55656,heidi.davis@example.com,-6304483607,Good,True,0
EMP1513,Charlie,Miller,35.0,DevOps-Texas,Active,7/14/2022,69146,charlie.miller@example.com,-5456676639,Excellent,False,0
EMP1514,Charlie,Johnson,32.48454882571075,Admin-Florida,Active,9/22/2020,93013,charlie.johnson@example.com,-4735047638,Average,True,1
EMP1515,Grace,Williams,40.0,Finance-Florida,Active,3/18/2020,87364,grace.williams@example.com,-2831995297,Good,False,0
EMP1516,Alice,Garcia,35.0,Sales-New York,Active,10/17/2023,50288,alice.garcia@example.com,-61558107,Excellent,False,0
EMP1517,David,Miller,35.0,HR-New York,Active,2/24/2022,85233,david.miller@example.com,-3583286341,Good,True,0
EMP1518,Bob,Garcia,25.0,HR-California,Inactive,1/30/2024,86420,bob.garcia@example.com,-5563830007,Good,False,0
EMP1519,Grace,Johnson,30.0,HR-Florida,Inactive,3/16/2024,63189,grace.johnson@example.com,-1867024402,Excellent,False,0
EMP1520,Grace,Garcia,25.0,Admin-New York,Pending,9/25/2020,64783,grace.garcia@example.com,-3041662410,Average,False,0
EMP1521,Charlie,Davis,25.0,HR-Nevada,Pending,6/10/2024,52615,charlie.davis@example.com,-1860089218,Average,False,0
EMP1522,Eva,Miller,32.48454882571075,Sales-Texas,Pending,4/8/2020,96337,eva.miller@example.com,-6394568043,Poor,False,1
EMP1523,Alice,Davis,25.0,DevOps-Texas,Inactive,6/28/2022,76617,alice.davis@example.com,-7314976460,Excellent,True,0
EMP1524,Heidi,Johnson,30.0,Admin-Nevada,Pending,7/14/2023,50651,heidi.johnson@example.com,-3684748835,Poor,False,0
EMP1525,Bob,Davis,32.48454882571075,HR-Illinois,Pending,12/6/2023,59601,bob.davis@example.com,-765817389,Poor,False,1
EMP1526,Bob,Williams,32.48454882571075,DevOps-Illinois,Active,8/1/2021,57980,bob.williams@example.com,-6375791451,Poor,False,1
EMP1527,David,Johnson,32.48454882571075,Admin-California,Pending,2/17/2021,75054,david.johnson@example.com,-1182379311,Average,False,1
EMP1528,Charlie,Johnson,25.0,Sales-Florida,Active,11/10/2023,115318,charlie.johnson@example.com,-6978930745,Excellent,False,0
EMP1529,Alice,Johnson,25.0,DevOps-Texas,Active,9/6/2024,90190,alice.johnson@example.com,-4520599603,Poor,True,0
EMP1530,Bob,Smith,32.48454882571075,Cloud Tech-Nevada,Pending,7/26/2020,113334,bob.smith@example.com,-3878753576,Excellent,False,1
EMP1531,Heidi,Garcia,35.0,HR-Florida,Active,7/23/2020,106922,heidi.garcia@example.com,-8811616201,Excellent,True,0
EMP1532,Eva,Smith,35.0,DevOps-California,Inactive,2/21/2024,58113,eva.smith@example.com,-8123710671,Average,True,0
EMP1533,Alice,Smith,25.0,Admin-Nevada,Pending,12/15/2020,73006,alice.smith@example.com,-8728660415,Poor,True,0
EMP1534,Eva,Williams,25.0,HR-California,Active,8/21/2020,78054,eva.williams@example.com,-4485959223,Poor,True,0
EMP1535,Eva,Miller,40.0,DevOps-Florida,Inactive,8/21/2023,112028,eva.miller@example.com,-8395894772,Excellent,False,0
EMP1536,Charlie,Garcia,25.0,Admin-Texas,Inactive,4/24/2023,83787,charlie.garcia@example.com,-5228705621,Good,True,0
EMP1537,Heidi,Davis,30.0,Sales-Florida,Inactive,6/6/2023,52017,heidi.davis@example.com,-7104331874,Average,True,0
EMP1538,Charlie,Jones,40.0,Finance-Texas,Inactive,6/21/2022,53218,charlie.jones@example.com,-1097921582,Average,False,0
EMP1539,Frank,Johnson,25.0,DevOps-Nevada,Pending,4/20/2024,102053,frank.johnson@example.com,-5034469458,Average,False,0
EMP1540,David,Davis,35.0,Sales-Illinois,Pending,12/5/2023,93276,david.davis@example.com,-6488319212,Average,False,0
EMP1541,David,Johnson,40.0,HR-Nevada,Pending,8/6/2023,76941,david.johnson@example.com,-4249128964,Poor,True,0
EMP1542,Alice,Williams,25.0,DevOps-New York,Pending,10/4/2024,82850,alice.williams@example.com,-9994973202,Poor,False,0
EMP1543,Charlie,Johnson,25.0,Finance-California,Active,11/8/2021,117910,charlie.johnson@example.com,-3192227050,Good,False,0
EMP1544,David,Smith,32.48454882571075,DevOps-Florida,Inactive,7/31/2024,66450,david.smith@example.com,-287675480,Average,True,1
EMP1545,Heidi,Garcia,25.0,Finance-Florida,Inactive,8/31/2020,118646,heidi.garcia@example.com,-3866675484,Average,False,0
EMP1546,Alice,Jones,25.0,Finance-Florida,Active,2/15/2023,88436,alice.jones@example.com,-8193242686,Excellent,False,0
EMP1547,Eva,Brown,32.48454882571075,Sales-New York,Pending,10/7/2023,81934,eva.brown@example.com,-7418652056,Poor,False,1
EMP1548,Alice,Johnson,30.0,Finance-California,Pending,4/20/2024,93383,alice.johnson@example.com,-5639836519,Average,False,0
EMP1549,Frank,Davis,40.0,Cloud Tech-Texas,Pending,3/30/2021,50153,frank.davis@example.com,-3758309450,Good,True,0
EMP1550,Eva,Smith,32.48454882571075,Sales-California,Pending,8/5/2020,53204,eva.smith@example.com,-5480940475,Good,False,1
EMP1551,Charlie,Brown,40.0,Cloud Tech-California,Pending,2/5/2021,63128,charlie.brown@example.com,-440907976,Poor,False,0
EMP1552,Grace,Jones,30.0,Finance-New York,Pending,11/23/2021,57543,grace.jones@example.com,-2781050921,Good,True,0
EMP1553,Bob,Brown,40.0,Finance-Nevada,Pending,10/29/2022,59424,bob.brown@example.com,-2161070517,Good,False,0
EMP1554,Alice,Smith,32.48454882571075,Finance-Illinois,Inactive,11/7/2022,104675,alice.smith@example.com,-4390552957,Poor,True,1
EMP1555,Charlie,Garcia,30.0,Cloud Tech-Florida,Pending,5/14/2023,92431,charlie.garcia@example.com,-660138240,Average,False,0
EMP1556,Grace,Garcia,40.0,Sales-Nevada,Active,7/14/2021,77850,grace.garcia@example.com,-2704938619,Average,True,0
EMP1557,Eva,Miller,40.0,Admin-New York,Inactive,5/18/2023,99001,eva.miller@example.com,-4485157918,Good,True,0
EMP1558,Eva,Garcia,32.48454882571075,HR-Nevada,Pending,2/7/2023,94280,eva.garcia@example.com,-7111212589,Good,True,1
EMP1559,Eva,Miller,35.0,DevOps-New York,Pending,8/24/2023,118262,eva.miller@example.com,-2035713431,Average,True,0
EMP1560,Frank,Brown,25.0,HR-Illinois,Inactive,4/8/2023,89944,frank.brown@example.com,-4064242955,Poor,False,0
EMP1561,Grace,Williams,32.48454882571075,HR-Florida,Active,12/6/2022,57452,grace.williams@example.com,-3343244740,Good,True,1
EMP1562,Alice,Davis,25.0,Admin-California,Active,8/9/2021,97837,alice.davis@example.com,-7595587208,Excellent,False,0
EMP1563,Alice,Davis,35.0,Admin-Illinois,Active,1/4/2022,106981,alice.davis@example.com,-6289365434,Poor,True,0
EMP1564,David,Brown,32.48454882571075,Finance-New York,Pending,5/25/2024,105778,david.brown@example.com,-8841834373,Good,True,1
EMP1565,Alice,Johnson,40.0,Finance-Florida,Pending,10/2/2021,117608,alice.johnson@example.com,-182727954,Good,True,0
EMP1566,Eva,Johnson,30.0,Sales-Florida,Active,7/21/2023,99324,eva.johnson@example.com,-9690515025,Excellent,False,0
EMP1567,David,Garcia,30.0,HR-Florida,Active,10/30/2023,55212,david.garcia@example.com,-7551254277,Excellent,True,0
EMP1568,Bob,Davis,40.0,Cloud Tech-Florida,Inactive,2/13/2023,68496,bob.davis@example.com,-2079799666,Average,False,0
EMP1569,Eva,Davis,25.0,HR-Florida,Pending,11/13/2020,52795,eva.davis@example.com,-3459576402,Poor,False,0
EMP1570,Alice,Miller,32.48454882571075,DevOps-California,Inactive,6/5/2024,90087,alice.miller@example.com,-8166496901,Poor,False,1
EMP1571,Frank,Williams,32.48454882571075,Admin-New York,Pending,5/19/2020,105038,frank.williams@example.com,-8249839224,Average,False,1
EMP1572,Grace,Smith,25.0,HR-New York,Active,9/20/2023,73231,grace.smith@example.com,-142576269,Poor,False,0
EMP1573,David,Johnson,32.48454882571075,Sales-Florida,Pending,8/13/2024,102649,david.johnson@example.com,-2324412335,Poor,False,1
EMP1574,Bob,Davis,35.0,Finance-New York,Pending,6/10/2023,114302,bob.davis@example.com,-1328507250,Poor,False,0
EMP1575,Alice,Miller,35.0,Finance-Texas,Inactive,6/9/2021,87816,alice.miller@example.com,-7863767315,Poor,False,0
EMP1576,Frank,Jones,32.48454882571075,Sales-Florida,Inactive,3/30/2020,70750,frank.jones@example.com,-2526546967,Poor,False,1
EMP1577,Frank,Miller,32.48454882571075,Cloud Tech-Texas,Active,5/2/2024,85155,frank.miller@example.com,-1579039234,Excellent,True,1
EMP1578,Bob,Johnson,30.0,DevOps-Nevada,Active,11/6/2024,97978,bob.johnson@example.com,-5580996131,Poor,True,0
EMP1579,David,Johnson,32.48454882571075,DevOps-Nevada,Inactive,8/17/2023,107172,david.johnson@example.com,-7303461561,Excellent,True,1
EMP1580,Charlie,Miller,25.0,Finance-Nevada,Inactive,3/18/2020,56126,charlie.miller@example.com,-6244670461,Poor,True,0
EMP1581,Eva,Smith,32.48454882571075,Cloud Tech-Illinois,Active,6/13/2021,78534,eva.smith@example.com,-2681715159,Average,True,1
EMP1582,Grace,Brown,40.0,HR-Texas,Inactive,10/10/2023,85155,grace.brown@example.com,-2529867075,Good,False,0
EMP1583,Bob,Johnson,32.48454882571075,Cloud Tech-Nevada,Active,1/2/2022,114963,bob.johnson@example.com,-6046419784,Excellent,False,1
EMP1584,Eva,Miller,32.48454882571075,Cloud Tech-California,Inactive,2/20/2022,77657,eva.miller@example.com,-7585126860,Poor,False,1
EMP1585,Heidi,Davis,30.0,Sales-New York,Active,3/9/2024,77369,heidi.davis@example.com,-2059438975,Average,False,0
EMP1586,Eva,Miller,30.0,HR-Nevada,Pending,8/19/2023,76119,eva.miller@example.com,-740177508,Good,False,0
EMP1587,Charlie,Williams,25.0,Cloud Tech-Texas,Pending,5/6/2023,77585,charlie.williams@example.com,-5465408423,Excellent,False,0
EMP1588,Bob,Brown,35.0,Admin-Nevada,Pending,1/26/2024,74069,bob.brown@example.com,-5607540914,Good,False,0
EMP1589,Charlie,Jones,30.0,Admin-New York,Pending,9/5/2024,67691,charlie.jones@example.com,-863218121,Average,True,0
EMP1590,Alice,Smith,32.48454882571075,Finance-Nevada,Pending,5/29/2020,70345,alice.smith@example.com,-7645793896,Excellent,True,1
EMP1591,Bob,Garcia,30.0,DevOps-Illinois,Inactive,11/8/2021,74999,bob.garcia@example.com,-155029167,Good,True,0
EMP1592,David,Jones,25.0,HR-Illinois,Active,1/31/2021,72245,david.jones@example.com,-1546602415,Poor,True,0
EMP1593,Eva,Brown,32.48454882571075,Admin-Illinois,Pending,1/16/2022,106538,eva.brown@example.com,-1394498829,Excellent,False,1
EMP1594,Charlie,Brown,25.0,HR-New York,Active,12/29/2023,101787,charlie.brown@example.com,-5973642479,Good,False,0
EMP1595,Frank,Brown,30.0,DevOps-Nevada,Inactive,12/2/2024,83596,frank.brown@example.com,-9624406305,Average,False,0
EMP1596,Eva,Jones,40.0,Sales-Texas,Active,8/15/2023,92463,eva.jones@example.com,-2447951329,Average,True,0
EMP1597,Charlie,Davis,32.48454882571075,Admin-California,Pending,12/20/2024,93863,charlie.davis@example.com,-5319497968,Excellent,False,1
EMP1598,Alice,Brown,32.48454882571075,DevOps-Texas,Pending,3/31/2023,78359,alice.brown@example.com,-5867805554,Good,False,1
EMP1599,Alice,Miller,32.48454882571075,HR-Illinois,Pending,8/24/2022,95773,alice.miller@example.com,-7277382645,Excellent,False,1
EMP1600,Grace,Jones,30.0,Sales-Nevada,Inactive,10/1/2020,82529,grace.jones@example.com,-917851384,Excellent,True,0
EMP1601,Grace,Garcia,35.0,Sales-Texas,Pending,5/4/2021,109358,grace.garcia@example.com,-4457702991,Good,False,0
EMP1602,Charlie,Brown,32.48454882571075,Admin-Florida,Active,1/1/2021,89645,charlie.brown@example.com,-9596604872,Good,True,1
EMP1603,Charlie,Miller,40.0,HR-Texas,Active,4/8/2024,84134,charlie.miller@example.com,-6826911632,Poor,True,0
EMP1604,Frank,Davis,30.0,Cloud Tech-Nevada,Active,11/26/2022,113540,frank.davis@example.com,-1942268652,Good,True,0
EMP1605,Heidi,Williams,40.0,Cloud Tech-Texas,Pending,10/25/2021,57225,heidi.williams@example.com,-6945515887,Average,True,0
EMP1606,Eva,Davis,35.0,Sales-Illinois,Pending,12/22/2020,76366,eva.davis@example.com,-6367747225,Excellent,False,0
EMP1607,Bob,Garcia,32.48454882571075,HR-Florida,Active,11/23/2022,78408,bob.garcia@example.com,-4085721695,Excellent,True,1
EMP1608,Frank,Brown,40.0,Finance-Illinois,Active,10/24/2022,111742,frank.brown@example.com,-6630932997,Average,True,0
EMP1609,David,Garcia,25.0,Sales-Nevada,Inactive,3/9/2021,60516,david.garcia@example.com,-1996059328,Good,False,0
EMP1610,Bob,Jones,30.0,Finance-California,Pending,8/20/2020,83706,bob.jones@example.com,-7150968831,Average,False,0
EMP1611,David,Johnson,32.48454882571075,Admin-Nevada,Inactive,2/15/2020,67056,david.johnson@example.com,-7532735240,Average,True,1
EMP1612,Charlie,Brown,30.0,DevOps-Illinois,Active,12/29/2024,90058,charlie.brown@example.com,-397739731,Poor,False,0
EMP1613,Eva,Johnson,30.0,Sales-Florida,Pending,2/28/2023,94633,eva.johnson@example.com,-7819523709,Average,True,0
EMP1614,Eva,Miller,25.0,Admin-Florida,Pending,8/23/2022,110711,eva.miller@example.com,-687616480,Excellent,True,0
EMP1615,Grace,Williams,32.48454882571075,Admin-Illinois,Active,6/30/2023,96175,grace.williams@example.com,-9807704604,Average,True,1
EMP1616,Frank,Smith,40.0,Sales-Illinois,Active,4/15/2021,76474,frank.smith@example.com,-6876112490,Excellent,True,0
EMP1617,Alice,Garcia,30.0,Sales-Illinois,Pending,5/9/2022,107855,alice.garcia@example.com,-2565237340,Excellent,False,0
EMP1618,Charlie,Davis,40.0,Sales-Illinois,Active,12/2/2024,104870,charlie.davis@example.com,-5177345474,Excellent,True,0
EMP1619,Bob,Williams,25.0,Finance-Nevada,Active,5/20/2023,85155,bob.williams@example.com,-7494902283,Good,False,0
EMP1620,Grace,Brown,32.48454882571075,Finance-California,Active,11/29/2023,87087,grace.brown@example.com,-359544293,Poor,False,1
EMP1621,Heidi,Johnson,40.0,HR-Illinois,Pending,4/8/2024,108603,heidi.johnson@example.com,-7742229463,Excellent,False,0
EMP1622,Grace,Davis,30.0,HR-Florida,Active,10/25/2024,55867,grace.davis@example.com,-3039429044,Excellent,False,0
EMP1623,Grace,Johnson,35.0,Admin-Texas,Pending,3/2/2024,105259,grace.johnson@example.com,-8867925297,Good,True,0
EMP1624,Bob,Jones,32.48454882571075,Cloud Tech-Florida,Pending,2/24/2021,98143,bob.jones@example.com,-5856728726,Excellent,False,1
EMP1625,Frank,Johnson,25.0,Admin-Florida,Pending,4/13/2023,67754,frank.johnson@example.com,-6015343323,Average,True,0
EMP1626,Grace,Jones,32.48454882571075,HR-Illinois,Inactive,10/25/2023,77821,grace.jones@example.com,-9135779082,Average,False,1
EMP1627,Heidi,Miller,30.0,HR-Illinois,Pending,9/17/2022,67764,heidi.miller@example.com,-3506158147,Poor,False,0
EMP1628,Frank,Davis,40.0,DevOps-New York,Pending,8/31/2020,102346,frank.davis@example.com,-8810798333,Excellent,True,0
EMP1629,Charlie,Davis,25.0,Admin-Illinois,Inactive,5/28/2024,73690,charlie.davis@example.com,-2337209483,Good,True,0
EMP1630,Alice,Smith,30.0,Finance-Nevada,Active,7/5/2024,56376,alice.smith@example.com,-1312840332,Average,True,0
EMP1631,Grace,Brown,25.0,Cloud Tech-California,Active,1/29/2022,55602,grace.brown@example.com,-9977180512,Good,False,0
EMP1632,Grace,Jones,40.0,Sales-Nevada,Pending,8/9/2021,99812,grace.jones@example.com,-7171731892,Good,False,0
EMP1633,Charlie,Smith,40.0,Finance-Texas,Active,10/7/2024,95981,charlie.smith@example.com,-9749096172,Average,True,0
EMP1634,Eva,Johnson,30.0,Cloud Tech-Illinois,Pending,11/22/2022,98891,eva.johnson@example.com,-9970469471,Good,True,0
